Fecha,Pred,Real,MAE,MAPE
2021-04-16 09:00:00,71.54835150491999,76.38,4.831648495080003,6.325803214296941
2021-04-16 10:00:00,67.42442779095201,75.64,8.215572209047991,10.861412227720772
2021-04-16 11:00:00,63.08026240251951,72.01,8.929737597480496,12.400691011637962
2021-04-16 12:00:00,59.58293816817349,69.7,10.117061831826511,14.515153273782655
2021-04-16 13:00:00,57.19662259544567,62.36,5.163377404554332,8.279950937386678
2021-04-16 14:00:00,54.339751273293054,60.57,6.230248726706947,10.286030587265884
2021-04-16 15:00:00,52.626637219550744,59.0,6.373362780449256,10.80230979737162
2021-04-16 16:00:00,52.18204920057495,53.66,1.4779507994250451,2.754287736535679
2021-04-16 17:00:00,53.79449241444551,57.94,4.1455075855544905,7.1548284182852795
2021-04-16 18:00:00,58.26383195032164,64.99,6.726168049678357,10.349543083056405
2021-04-16 19:00:00,63.198036418698535,71.07,7.871963581301458,11.07635230237999
2021-04-16 20:00:00,69.86666128184825,78.52,8.653338718151744,11.02055364003024
2021-04-16 21:00:00,71.16293678349842,80.0,8.837063216501576,11.04632902062697
2021-04-16 22:00:00,66.57768165544613,73.94,7.36231834455387,9.957152210649
2021-04-16 23:00:00,61.243540490161614,73.45,12.206459509838389,16.618733165198623
2021-04-17 00:00:00,63.2077477568386,72.04,8.832252243161406,12.260205778958086
2021-04-17 01:00:00,59.186169510242955,65.99,6.80383048975704,10.31039625664046
